val_loss,val_acc,train_loss,train_acc
0.55401140,0.81500000,0.56470642,0.77000000
0.45835896,0.92500000,0.44905366,0.91125000
0.39417253,0.94499999,0.37435837,0.95375000
0.34926794,0.95500000,0.32388475,0.96000000
0.31671500,0.95500000,0.28836966,0.96249999
0.29245366,0.95500000,0.26242578,0.96375000
0.27381822,0.95500000,0.24293839,0.96375000
0.25929061,0.95500000,0.22793197,0.96374999
0.24769669,0.95500000,0.21614207,0.96374999
0.23835678,0.95500000,0.20667389,0.96375000
