val_loss,val_acc,train_loss,train_acc
0.37576204,0.95500000,0.48111176,0.91000000
0.29964636,0.95500000,0.35413821,0.95750000
0.25803356,0.95500000,0.27883937,0.96375000
0.23257548,0.95500000,0.24064461,0.96375000
0.21661453,0.95500000,0.21247135,0.96375000
0.20589011,0.95500000,0.19569064,0.96375000
0.19874887,0.95500000,0.18607795,0.96375000
0.19380077,0.95500000,0.17513332,0.96374999
0.19028205,0.95500000,0.17386534,0.96375000
0.18768192,0.95500000,0.16297186,0.96375000
