val_loss,val_acc,train_loss,train_acc
4.87756240,0.95500000,5.23850280,0.90499999
4.41473758,0.95500000,4.43135747,0.96375000
4.15946567,0.95500000,4.03090985,0.96374999
3.98271704,0.95500000,3.77912590,0.96375000
3.84191120,0.95500000,3.58851057,0.96375000
3.72140348,0.95500000,3.42775658,0.96374999
3.61323571,0.95500000,3.28480421,0.96375000
3.51486146,0.95500000,3.15465830,0.96375000
3.42378819,0.95500000,3.03469230,0.96375000
3.33950859,0.95500000,2.92353420,0.96375000
